NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Torogar Steelfist,Monstrosity,,11,BGDIA,https://5e.tools/bestiary.html#torogar%20steelfist_bgdia
Tortle,Humanoid,tortle,1/4,MTF,https://5e.tools/bestiary.html#tortle_mtf
Tortle Druid,Humanoid,tortle,2,MTF,https://5e.tools/bestiary.html#tortle%20druid_mtf
Transmuter,Humanoid,any race,5,VGM,https://5e.tools/bestiary.html#transmuter_vgm
Trapper,Monstrosity,,3,VGM,https://5e.tools/bestiary.html#trapper_vgm
Traxigor,Beast,,12,BGDIA,https://5e.tools/bestiary.html#traxigor_bgdia
Treant,Plant,,9,MM,https://5e.tools/bestiary.html#treant_mm
Tree Blight,Plant,,7,CoS,https://5e.tools/bestiary.html#tree%20blight_cos
Trenzia,Undead,,4,WDMM,https://5e.tools/bestiary.html#trenzia_wdmm
Trepsin,Giant,,6,HotDQ,https://5e.tools/bestiary.html#trepsin_hotdq
Tressym,Beast,,0,SKT,https://5e.tools/bestiary.html#tressym_skt
Tressym,Monstrosity,,0,BGDIA,https://5e.tools/bestiary.html#tressym_bgdia
Tri-flower Frond,Plant,,1/2,ToA,https://5e.tools/bestiary.html#tri-flower%20frond_toa
Tribal Warrior,Humanoid,any race,1/8,MM,https://5e.tools/bestiary.html#tribal%20warrior_mm
Tribal Warrior Spore Servants,Plant,,1/8,IDRotF,https://5e.tools/bestiary.html#tribal%20warrior%20spore%20servants_idrotf
Triceratops,Beast,,5,MM,https://5e.tools/bestiary.html#triceratops_mm
Tridrone,Construct,,1/2,MM,https://5e.tools/bestiary.html#tridrone_mm
Triton Master of Waves,Humanoid,triton,8,MOT,https://5e.tools/bestiary.html#triton%20master%20of%20waves_mot
Triton Shorestalker,Humanoid,triton,2,MOT,https://5e.tools/bestiary.html#triton%20shorestalker_mot
Trobriand,Construct,,22,WDMM,https://5e.tools/bestiary.html#trobriand_wdmm
Troglodyte,Humanoid,troglodyte,1/4,MM,https://5e.tools/bestiary.html#troglodyte_mm
Troglodyte Champion of Laogzed,Humanoid,troglodyte,3,OotA,https://5e.tools/bestiary.html#troglodyte%20champion%20of%20laogzed_oota
Troll,Giant,,5,MM,https://5e.tools/bestiary.html#troll_mm
Tromokratis,Monstrosity,titan,26,MOT,https://5e.tools/bestiary.html#tromokratis_mot
Trostani,Fey,,18,GGR,https://5e.tools/bestiary.html#trostani_ggr
Tsucora Quori,Aberration,,7,ERLW,https://5e.tools/bestiary.html#tsucora%20quori_erlw
Tug,Giant,,5,SKT,https://5e.tools/bestiary.html#tug_skt
Turlang,Plant,,9,SKT,https://5e.tools/bestiary.html#turlang_skt
Turvy,Humanoid,"human, shapechanger",2,OotA,https://5e.tools/bestiary.html#turvy_oota
Twig Blight,Plant,,1/8,MM,https://5e.tools/bestiary.html#twig%20blight_mm
Two Dry Cloaks,Humanoid,tabaxi,1,OoW,https://5e.tools/bestiary.html#two%20dry%20cloaks_oow
Two-Headed Cerberus,Monstrosity,,2,MOT,https://5e.tools/bestiary.html#two-headed%20cerberus_mot
Two-Headed Crocodile,Beast,,1,IMR,https://5e.tools/bestiary.html#two-headed%20crocodile_imr
Two-Headed Owlbear,Monstrosity,,3,IMR,https://5e.tools/bestiary.html#two-headed%20owlbear_imr
Typhon,Monstrosity,,15,MOT,https://5e.tools/bestiary.html#typhon_mot
Tyrannosaurus Rex,Beast,,8,MM,https://5e.tools/bestiary.html#tyrannosaurus%20rex_mm
Tyrannosaurus Zombie,Undead,,8,ToA,https://5e.tools/bestiary.html#tyrannosaurus%20zombie_toa
Udaak,Fiend,,16,EGW,https://5e.tools/bestiary.html#udaak_egw
Ulder Ravengard,Humanoid,human,5,BGDIA,https://5e.tools/bestiary.html#ulder%20ravengard_bgdia
Ulitharid,Aberration,,9,VGM,https://5e.tools/bestiary.html#ulitharid_vgm
Ultroloth,Fiend,yugoloth,13,MM,https://5e.tools/bestiary.html#ultroloth_mm
Umber Hulk,Monstrosity,,5,MM,https://5e.tools/bestiary.html#umber%20hulk_mm
Umbraxakar,Dragon,,15,WDMM,https://5e.tools/bestiary.html#umbraxakar_wdmm
Undead Bulette,Undead,,5,WDMM,https://5e.tools/bestiary.html#undead%20bulette_wdmm
Undead Cockatrice,Undead,,1/2,OoW,https://5e.tools/bestiary.html#undead%20cockatrice_oow
Undead Shambling Mound,Undead,,5,WDMM,https://5e.tools/bestiary.html#undead%20shambling%20mound_wdmm
Undead Spirit,Undead,,—,TCE,https://5e.tools/bestiary.html#undead%20spirit_tce
Undead Spirit,Undead,,—,UA20SMT,https://5e.tools/bestiary.html#undead%20spirit_ua20smt
Undead Tree,Undead,,9,BGDIA,https://5e.tools/bestiary.html#undead%20tree_bgdia
Undercity Medusa,Monstrosity,,6,GGR,https://5e.tools/bestiary.html#undercity%20medusa_ggr
Underworld Cerberus,Monstrosity,,6,MOT,https://5e.tools/bestiary.html#underworld%20cerberus_mot
Undying Councilor,Undead,,10,ERLW,https://5e.tools/bestiary.html#undying%20councilor_erlw
Undying Soldier,Undead,,2,ERLW,https://5e.tools/bestiary.html#undying%20soldier_erlw
Unicorn,Celestial,,5,MM,https://5e.tools/bestiary.html#unicorn_mm
Unspeakable Horror,Monstrosity,,8,VRGR,https://5e.tools/bestiary.html#unspeakable%20horror_vrgr
Urgala Meltimer,Humanoid,Turami human,0,SKT,https://5e.tools/bestiary.html#urgala%20meltimer_skt
Urstul Floxin,Humanoid,Illuskan human,8,WDH,https://5e.tools/bestiary.html#urstul%20floxin_wdh
Uthgardt Barbarian Leader,Humanoid,human,2,SKT,https://5e.tools/bestiary.html#uthgardt%20barbarian%20leader_skt
Uthgardt Shaman,Humanoid,human,2,SKT,https://5e.tools/bestiary.html#uthgardt%20shaman_skt
Vaal,Giant,,9,SKT,https://5e.tools/bestiary.html#vaal_skt
Vaasha,Giant,,13,SKT,https://5e.tools/bestiary.html#vaasha_skt
Vajra Safahr,Humanoid,human,13,WDH,https://5e.tools/bestiary.html#vajra%20safahr_wdh
Valenar Hawk,Fey,,1/8,ERLW,https://5e.tools/bestiary.html#valenar%20hawk_erlw
Valenar Hound,Fey,,1/2,ERLW,https://5e.tools/bestiary.html#valenar%20hound_erlw
Valenar Steed,Fey,,1/2,ERLW,https://5e.tools/bestiary.html#valenar%20steed_erlw
Valetta,Humanoid,dragonborn,2,WDH,https://5e.tools/bestiary.html#valetta_wdh
Valin Sarnaster,Undead,,16,CM,https://5e.tools/bestiary.html#valin%20sarnaster_cm
Valindra Shadowmantle,Undead,,21,ToA,https://5e.tools/bestiary.html#valindra%20shadowmantle_toa
Valtagar Steelshadow,Humanoid,dwarf,12,WDMM,https://5e.tools/bestiary.html#valtagar%20steelshadow_wdmm
Vampire,Undead,shapechanger,13,MM,https://5e.tools/bestiary.html#vampire_mm
Vampire Neonate,Undead,,5,PSI,https://5e.tools/bestiary.html#vampire%20neonate_psi
Vampire Spawn,Undead,,5,MM,https://5e.tools/bestiary.html#vampire%20spawn_mm
Vampire Spellcaster,Undead,shapechanger,15,MM,https://5e.tools/bestiary.html#vampire%20spellcaster_mm
Vampire Warrior,Undead,shapechanger,15,MM,https://5e.tools/bestiary.html#vampire%20warrior_mm
Vampiric Ixitxachitl,Aberration,,2,OotA,https://5e.tools/bestiary.html#vampiric%20ixitxachitl_oota
Vampiric Ixitxachitl Cleric,Aberration,,2,OotA,https://5e.tools/bestiary.html#vampiric%20ixitxachitl%20cleric_oota
Vampiric Jade Statue,Construct,,8,GoS,https://5e.tools/bestiary.html#vampiric%20jade%20statue_gos
Vampiric Mind Flayer,Undead,,5,VRGR,https://5e.tools/bestiary.html#vampiric%20mind%20flayer_vrgr
Vampiric Mist,Undead,,3,MTF,https://5e.tools/bestiary.html#vampiric%20mist_mtf
Vanifer,Humanoid,tiefling,9,PotA,https://5e.tools/bestiary.html#vanifer_pota
Vargouille,Fiend,,1,VGM,https://5e.tools/bestiary.html#vargouille_vgm
Varnyr,Humanoid,elf,1/8,CM,https://5e.tools/bestiary.html#varnyr_cm
Varram,Humanoid,dwarf,7,RoT,https://5e.tools/bestiary.html#varram_rot
Vasilka,Construct,,5,CoS,https://5e.tools/bestiary.html#vasilka_cos
Vegepygmy,Plant,,1/4,VGM,https://5e.tools/bestiary.html#vegepygmy_vgm
Vegepygmy Chief,Plant,,2,VGM,https://5e.tools/bestiary.html#vegepygmy%20chief_vgm
Veldyskar,Monstrosity,,3,OotA,https://5e.tools/bestiary.html#veldyskar_oota
Vellynne Harpell,Humanoid,human,4,IDRotF,https://5e.tools/bestiary.html#vellynne%20harpell_idrotf
Velociraptor,Beast,,1/4,VGM,https://5e.tools/bestiary.html#velociraptor_vgm
Venom Troll,Giant,,7,MTF,https://5e.tools/bestiary.html#venom%20troll_mtf
Venomfang,Dragon,,8,LMoP,https://5e.tools/bestiary.html#venomfang_lmop
Verbeeg Longstrider,Giant,,5,IDRotF,https://5e.tools/bestiary.html#verbeeg%20longstrider_idrotf
Verbeeg Marauder,Giant,,4,IDRotF,https://5e.tools/bestiary.html#verbeeg%20marauder_idrotf
Vertrand Shadowdusk,Humanoid,human,12,WDMM,https://5e.tools/bestiary.html#vertrand%20shadowdusk_wdmm
Veteran,Humanoid,any race,3,MM,https://5e.tools/bestiary.html#veteran_mm
Veteran of the Gauntlet,Humanoid,human,3,OotA,https://5e.tools/bestiary.html#veteran%20of%20the%20gauntlet_oota
Viari,Humanoid,human,5,AI,https://5e.tools/bestiary.html#viari_ai
Victor Vallakovich,Humanoid,human,6,CoS,https://5e.tools/bestiary.html#victor%20vallakovich_cos
Victoro Cassalanter,Humanoid,half-elf,10,WDH,https://5e.tools/bestiary.html#victoro%20cassalanter_wdh
Vilnius,Humanoid,human,6,CoS,https://5e.tools/bestiary.html#vilnius_cos
Vincent Trench,Fiend,,13,WDH,https://5e.tools/bestiary.html#vincent%20trench_wdh
Vine Blight,Plant,,1/2,MM,https://5e.tools/bestiary.html#vine%20blight_mm
Violet Fungus,Plant,,1/4,MM,https://5e.tools/bestiary.html#violet%20fungus_mm
Vizeran DeVir,Humanoid,elf,12,OotA,https://5e.tools/bestiary.html#vizeran%20devir_oota
Vladimir Horngaard,Undead,,7,CoS,https://5e.tools/bestiary.html#vladimir%20horngaard_cos
Volenta Popofsky,Undead,,5,CoS,https://5e.tools/bestiary.html#volenta%20popofsky_cos
"Volothamp ""Volo"" Geddarm",Humanoid,human,1/4,ToA,"https://5e.tools/bestiary.html#volothamp%20""volo""%20geddarm_toa"
Vox Seeker,Construct,,1/8,EGW,https://5e.tools/bestiary.html#vox%20seeker_egw
Vrock,Fiend,demon,6,MM,https://5e.tools/bestiary.html#vrock_mm
Vulture,Beast,,0,MM,https://5e.tools/bestiary.html#vulture_mm
Wakanga O'tamu,Humanoid,human,6,ToA,https://5e.tools/bestiary.html#wakanga%20o'tamu_toa
Walking Corpse,Humanoid,any race,0,CoS,https://5e.tools/bestiary.html#walking%20corpse_cos
Walking Statue of Waterdeep,Construct,,18,WDH,https://5e.tools/bestiary.html#walking%20statue%20of%20waterdeep_wdh
Walnut Dankgrass,Humanoid,elf,3,AI,https://5e.tools/bestiary.html#walnut%20dankgrass_ai
Walrus,Beast,,1/4,IDRotF,https://5e.tools/bestiary.html#walrus_idrotf
War Priest,Humanoid,any race,9,VGM,https://5e.tools/bestiary.html#war%20priest_vgm
Warforged Colossus,Construct,,25,ERLW,https://5e.tools/bestiary.html#warforged%20colossus_erlw
Warforged Soldier,Humanoid,warforged,1,ERLW,https://5e.tools/bestiary.html#warforged%20soldier_erlw
Warforged Titan,Construct,,8,ERLW,https://5e.tools/bestiary.html#warforged%20titan_erlw
Warhorse,Beast,,1/2,MM,https://5e.tools/bestiary.html#warhorse_mm
Warhorse Skeleton,Undead,,1/2,MM,https://5e.tools/bestiary.html#warhorse%20skeleton_mm
Warlock of the Archfey,Humanoid,any race,4,VGM,https://5e.tools/bestiary.html#warlock%20of%20the%20archfey_vgm
Warlock of the Fiend,Humanoid,any race,7,VGM,https://5e.tools/bestiary.html#warlock%20of%20the%20fiend_vgm
Warlock of the Great Old One,Humanoid,any race,6,VGM,https://5e.tools/bestiary.html#warlock%20of%20the%20great%20old%20one_vgm
Warlord,Humanoid,any race,12,VGM,https://5e.tools/bestiary.html#warlord_vgm
Warrior,Humanoid,,—,ESK,https://5e.tools/bestiary.html#warrior_esk
Warrior,Humanoid,,—,DC,https://5e.tools/bestiary.html#warrior_dc
Warrior,Humanoid,,—,SDW,https://5e.tools/bestiary.html#warrior_sdw
Warrior,Humanoid,,—,SLW,https://5e.tools/bestiary.html#warrior_slw
Wastrilith,Fiend,demon,13,MTF,https://5e.tools/bestiary.html#wastrilith_mtf
Water Elemental,Elemental,,5,MM,https://5e.tools/bestiary.html#water%20elemental_mm
Water Elemental Myrmidon,Elemental,,7,MTF,https://5e.tools/bestiary.html#water%20elemental%20myrmidon_mtf
Water Weird,Elemental,,3,MM,https://5e.tools/bestiary.html#water%20weird_mm
Weasel,Beast,,0,MM,https://5e.tools/bestiary.html#weasel_mm
Werebat,Humanoid,"goblin, shapechanger",2,WDMM,https://5e.tools/bestiary.html#werebat_wdmm
Werebear,Humanoid,"human, shapechanger",5,MM,https://5e.tools/bestiary.html#werebear_mm
Wereboar,Humanoid,"human, shapechanger",4,MM,https://5e.tools/bestiary.html#wereboar_mm
Werejaguar,Humanoid,"human, shapechanger",4,TftYP,https://5e.tools/bestiary.html#werejaguar_tftyp
Wererat,Humanoid,"human, shapechanger",2,MM,https://5e.tools/bestiary.html#wererat_mm
Wereraven,Humanoid,"human, shapechanger",2,CoS,https://5e.tools/bestiary.html#wereraven_cos
Weretiger,Humanoid,"human, shapechanger",4,MM,https://5e.tools/bestiary.html#weretiger_mm
Werewolf,Humanoid,"human, shapechanger",3,MM,https://5e.tools/bestiary.html#werewolf_mm
Werewolf (Krallenhorde),Humanoid,"human, shapechanger",3,PSI,https://5e.tools/bestiary.html#werewolf%20(krallenhorde)_psi
White Abishai,Fiend,devil,6,MTF,https://5e.tools/bestiary.html#white%20abishai_mtf
White Dragon Wyrmling,Dragon,,2,MM,https://5e.tools/bestiary.html#white%20dragon%20wyrmling_mm
White Guard Drake,Dragon,,2,VGM,https://5e.tools/bestiary.html#white%20guard%20drake_vgm
White Maw,Ooze,,10,TftYP,https://5e.tools/bestiary.html#white%20maw_tftyp
Whymsee,Humanoid,human,5,LR,https://5e.tools/bestiary.html#whymsee_lr
Wiggan Nettlebee,Humanoid,halfling,2,PotA,https://5e.tools/bestiary.html#wiggan%20nettlebee_pota
Wight,Undead,,3,MM,https://5e.tools/bestiary.html#wight_mm
Wild Dog,Beast,,0,ToA,https://5e.tools/bestiary.html#wild%20dog_toa
Wildfire Spirit,Elemental,,—,TCE,https://5e.tools/bestiary.html#wildfire%20spirit_tce
Wildfire Spirit,Elemental,,—,UACDW,https://5e.tools/bestiary.html#wildfire%20spirit_uacdw
Will-o'-Wisp,Undead,,2,MM,https://5e.tools/bestiary.html#will-o'-wisp_mm
Willifort Crowelle,Monstrosity,shapechanger,3,WDH,https://5e.tools/bestiary.html#willifort%20crowelle_wdh
Windharrow,Humanoid,half-elf,3,PotA,https://5e.tools/bestiary.html#windharrow_pota
Wine Weird,Elemental,,3,ToA,https://5e.tools/bestiary.html#wine%20weird_toa
Winged Bull,Celestial,,4,MOT,https://5e.tools/bestiary.html#winged%20bull_mot
Winged Kobold,Humanoid,kobold,1/4,MM,https://5e.tools/bestiary.html#winged%20kobold_mm
Winged Lion,Celestial,,4,MOT,https://5e.tools/bestiary.html#winged%20lion_mot
Winged Thrull,Construct,,1/2,GGR,https://5e.tools/bestiary.html#winged%20thrull_ggr
Winter Eladrin,Fey,elf,10,MTF,https://5e.tools/bestiary.html#winter%20eladrin_mtf
Winter Wolf,Monstrosity,,3,MM,https://5e.tools/bestiary.html#winter%20wolf_mm
Wiri Feagol,Humanoid,gnome,0,SKT,https://5e.tools/bestiary.html#wiri%20feagol_skt
Withers,Undead,,4,ToA,https://5e.tools/bestiary.html#withers_toa
Woe Strider,Aberration,,7,MOT,https://5e.tools/bestiary.html#woe%20strider_mot
Wolf,Beast,,1/4,MM,https://5e.tools/bestiary.html#wolf_mm
Wood Elf,Humanoid,elf,1/2,SKT,https://5e.tools/bestiary.html#wood%20elf_skt
Wood Elf Wizard,Humanoid,elf,7,CM,https://5e.tools/bestiary.html#wood%20elf%20wizard_cm
Wood Woad,Plant,,5,VGM,https://5e.tools/bestiary.html#wood%20woad_vgm
Wooden Donkey,Construct,,1/8,WDMM,https://5e.tools/bestiary.html#wooden%20donkey_wdmm
Worg,Monstrosity,,1/2,MM,https://5e.tools/bestiary.html#worg_mm
Wraith,Undead,,5,MM,https://5e.tools/bestiary.html#wraith_mm
Wurm,Monstrosity,,14,GGR,https://5e.tools/bestiary.html#wurm_ggr
Wyllow,Humanoid,elf,12,WDMM,https://5e.tools/bestiary.html#wyllow_wdmm
Wyvern,Dragon,,6,MM,https://5e.tools/bestiary.html#wyvern_mm
Xanathar,Aberration,,13,WDH,https://5e.tools/bestiary.html#xanathar_wdh
Xandala,Humanoid,half-elf,7,ToA,https://5e.tools/bestiary.html#xandala_toa
Xardorok Sunblight,Humanoid,dwarf,5,IDRotF,https://5e.tools/bestiary.html#xardorok%20sunblight_idrotf
Xazax the Eyemonger,Aberration,,13,OotA,https://5e.tools/bestiary.html#xazax%20the%20eyemonger_oota
Xill,Monstrosity,,3,MFF,https://5e.tools/bestiary.html#xill_mff
Xilonen,Monstrosity,,5,TftYP,https://5e.tools/bestiary.html#xilonen_tftyp
Xolkin Alassandar,Humanoid,half-elf,2,SKT,https://5e.tools/bestiary.html#xolkin%20alassandar_skt
Xorn,Elemental,,5,MM,https://5e.tools/bestiary.html#xorn_mm
Xvart,Humanoid,xvart,1/8,VGM,https://5e.tools/bestiary.html#xvart_vgm
Xvart Speaker,Humanoid,xvart,1/8,VGM,https://5e.tools/bestiary.html#xvart%20speaker_vgm
Xvart Warlock of Raxivort,Humanoid,xvart,1,VGM,https://5e.tools/bestiary.html#xvart%20warlock%20of%20raxivort_vgm
Y,Humanoid,derro,3,OotA,https://5e.tools/bestiary.html#y_oota
Yagnoloth,Fiend,yugoloth,11,MTF,https://5e.tools/bestiary.html#yagnoloth_mtf
Yagra Stonefist,Humanoid,half-orc,1/2,WDH,https://5e.tools/bestiary.html#yagra%20stonefist_wdh
Yak,Beast,,1/4,SKT,https://5e.tools/bestiary.html#yak_skt
Yakfolk Priest,Monstrosity,,4,SKT,https://5e.tools/bestiary.html#yakfolk%20priest_skt
Yakfolk Warrior,Monstrosity,,3,SKT,https://5e.tools/bestiary.html#yakfolk%20warrior_skt
Yalaga Maladwyn,Undead,,8,GoS,https://5e.tools/bestiary.html#yalaga%20maladwyn_gos
Yalah Gralhund,Humanoid,Tethyrian human,1/8,WDH,https://5e.tools/bestiary.html#yalah%20gralhund_wdh
Yan-C-Bin,Elemental,,18,PotA,https://5e.tools/bestiary.html#yan-c-bin_pota
Yeenoghu,Fiend,demon,24,MTF,https://5e.tools/bestiary.html#yeenoghu_mtf
Yellow Musk Creeper,Plant,,2,ToA,https://5e.tools/bestiary.html#yellow%20musk%20creeper_toa
Yellow Musk Zombie,Undead,,1/4,ToA,https://5e.tools/bestiary.html#yellow%20musk%20zombie_toa
Yestabrod,Monstrosity,,4,OotA,https://5e.tools/bestiary.html#yestabrod_oota
Yeth Hound,Fey,,4,VGM,https://5e.tools/bestiary.html#yeth%20hound_vgm
Yeti,Monstrosity,,3,MM,https://5e.tools/bestiary.html#yeti_mm
Yeti Leader,Monstrosity,,3,TftYP,https://5e.tools/bestiary.html#yeti%20leader_tftyp
Yeti Tyke,Monstrosity,,1/8,IDRotF,https://5e.tools/bestiary.html#yeti%20tyke_idrotf
Yevgeni Krushkin,Humanoid,human,1/2,CoS,https://5e.tools/bestiary.html#yevgeni%20krushkin_cos
"Ygorl, Lord of Entropy",Aberration,,23,MFF,https://5e.tools/bestiary.html#ygorl%2c%20lord%20of%20entropy_mff
Yinra Emberwind,Humanoid,elf,1/2,EGW,https://5e.tools/bestiary.html#yinra%20emberwind_egw
Yochlol,Fiend,"demon, shapechanger",10,MM,https://5e.tools/bestiary.html#yochlol_mm
Yorb,Humanoid,grung,2,ToA,https://5e.tools/bestiary.html#yorb_toa
Yorn,Humanoid,half-orc,1/2,WDH,https://5e.tools/bestiary.html#yorn_wdh
Young Amonkhet Dragon,Dragon,,10,PSA,https://5e.tools/bestiary.html#young%20amonkhet%20dragon_psa
Young Basilisk,Monstrosity,,1,OotA,https://5e.tools/bestiary.html#young%20basilisk_oota
Young Black Dragon,Dragon,,7,MM,https://5e.tools/bestiary.html#young%20black%20dragon_mm
Young Blue Dragon,Dragon,,9,MM,https://5e.tools/bestiary.html#young%20blue%20dragon_mm
Young Brass Dragon,Dragon,,6,MM,https://5e.tools/bestiary.html#young%20brass%20dragon_mm
Young Bronze Dragon,Dragon,,8,MM,https://5e.tools/bestiary.html#young%20bronze%20dragon_mm
Young Bulette,Beast,,2,PotA,https://5e.tools/bestiary.html#young%20bulette_pota
Young Cloud Giant,Giant,,5,SKT,https://5e.tools/bestiary.html#young%20cloud%20giant_skt
Young Copper Dragon,Dragon,,7,MM,https://5e.tools/bestiary.html#young%20copper%20dragon_mm
Young Fire Giant,Giant,,2,TftYP,https://5e.tools/bestiary.html#young%20fire%20giant_tftyp
Young Frost Giant,Giant,,2,TftYP,https://5e.tools/bestiary.html#young%20frost%20giant_tftyp
Young Gold Dragon,Dragon,,10,MM,https://5e.tools/bestiary.html#young%20gold%20dragon_mm
Young Green Dragon,Dragon,,8,MM,https://5e.tools/bestiary.html#young%20green%20dragon_mm
Young Griffon (Medium),Monstrosity,,1,IDRotF,https://5e.tools/bestiary.html#young%20griffon%20(medium)_idrotf
Young Griffon (Small),Monstrosity,,1/4,IDRotF,https://5e.tools/bestiary.html#young%20griffon%20(small)_idrotf
Young Griffon (Tiny),Monstrosity,,0,IDRotF,https://5e.tools/bestiary.html#young%20griffon%20(tiny)_idrotf
Young Hill Giant,Humanoid,orc,1/2,TftYP,https://5e.tools/bestiary.html#young%20hill%20giant_tftyp
Young Hook Horror,Monstrosity,,1/4,OotA,https://5e.tools/bestiary.html#young%20hook%20horror_oota
Young Kraken,Monstrosity,titan,14,LR,https://5e.tools/bestiary.html#young%20kraken_lr
Young Kruthik,Monstrosity,,1/8,MTF,https://5e.tools/bestiary.html#young%20kruthik_mtf
Young Ogre Servant,Humanoid,orc,1/2,TftYP,https://5e.tools/bestiary.html#young%20ogre%20servant_tftyp
Young Purple Worm,Monstrosity,,13,PotA,https://5e.tools/bestiary.html#young%20purple%20worm_pota
Young Red Dragon,Dragon,,10,MM,https://5e.tools/bestiary.html#young%20red%20dragon_mm
Young Red Shadow Dragon,Dragon,,13,MM,https://5e.tools/bestiary.html#young%20red%20shadow%20dragon_mm
Young Remorhaz,Monstrosity,,5,MM,https://5e.tools/bestiary.html#young%20remorhaz_mm
Young Silver Dragon,Dragon,,9,MM,https://5e.tools/bestiary.html#young%20silver%20dragon_mm
Young Troglodyte,Humanoid,troglodyte,1/8,TftYP,https://5e.tools/bestiary.html#young%20troglodyte_tftyp
Young White Dragon,Dragon,,6,MM,https://5e.tools/bestiary.html#young%20white%20dragon_mm
Young Winter Wolf,Beast,,1,TftYP,https://5e.tools/bestiary.html#young%20winter%20wolf_tftyp
Yuan-ti Abomination,Monstrosity,"shapechanger, yuan-ti",7,MM,https://5e.tools/bestiary.html#yuan-ti%20abomination_mm
Yuan-ti Anathema,Monstrosity,"shapechanger, yuan-ti",12,VGM,https://5e.tools/bestiary.html#yuan-ti%20anathema_vgm
Yuan-ti Broodguard,Humanoid,yuan-ti,2,VGM,https://5e.tools/bestiary.html#yuan-ti%20broodguard_vgm
Yuan-ti Malison (Type 1),Monstrosity,"shapechanger, yuan-ti",3,MM,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%201)_mm
Yuan-ti Malison (Type 2),Monstrosity,"shapechanger, yuan-ti",3,MM,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%202)_mm
Yuan-ti Malison (Type 3),Monstrosity,"shapechanger, yuan-ti",3,MM,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%203)_mm
Yuan-ti Malison (Type 4),Monstrosity,"shapechanger, yuan-ti",3,VGM,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%204)_vgm
Yuan-ti Malison (Type 5),Monstrosity,"shapechanger, yuan-ti",3,VGM,https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%205)_vgm
Yuan-ti Mind Whisperer,Monstrosity,"shapechanger, yuan-ti",4,VGM,https://5e.tools/bestiary.html#yuan-ti%20mind%20whisperer_vgm
