NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
Wand of Enemy Detection,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20enemy%20detection_dmg
Wand of Entangle,Wand,1 lb.,Y,Uncommon,TftYP,https://5e.tools/items.html#wand%20of%20entangle_tftyp
Wand of Fear,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20fear_dmg
Wand of Fireballs,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20fireballs_dmg
Wand of Lightning Bolts,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20lightning%20bolts_dmg
Wand of Magic Detection,Wand,1 lb.,N,Uncommon,DMG,https://5e.tools/items.html#wand%20of%20magic%20detection_dmg
Wand of Magic Missiles,Wand,1 lb.,N,Uncommon,DMG,https://5e.tools/items.html#wand%20of%20magic%20missiles_dmg
Wand of Orcus,"Simple Weapon, Wand",4 lb.,Y,Artifact,DMG,https://5e.tools/items.html#wand%20of%20orcus_dmg
Wand of Paralysis,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20paralysis_dmg
Wand of Polymorph,Wand,1 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#wand%20of%20polymorph_dmg
Wand of Pyrotechnics,Wand,1 lb.,N,Common,XGE,https://5e.tools/items.html#wand%20of%20pyrotechnics_xge
Wand of Scowls,Wand,1 lb.,N,Common,XGE,https://5e.tools/items.html#wand%20of%20scowls_xge
Wand of Secrets,Wand,1 lb.,N,Uncommon,DMG,https://5e.tools/items.html#wand%20of%20secrets_dmg
Wand of Smiles,Wand,1 lb.,N,Common,XGE,https://5e.tools/items.html#wand%20of%20smiles_xge
Wand of Viscid Globs,Wand,1 lb.,Y,Rare,OotA,https://5e.tools/items.html#wand%20of%20viscid%20globs_oota
Wand of Web,Wand,1 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#wand%20of%20web_dmg
Wand of Winter,Wand,1 lb.,Y,Rare,HotDQ,https://5e.tools/items.html#wand%20of%20winter_hotdq
Wand of Wonder,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20wonder_dmg
Wand Sheath,Wondrous Item,—,Y,Common,ERLW,https://5e.tools/items.html#wand%20sheath_erlw
War Pick Armblade,"Martial Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#war%20pick%20armblade_erlw
War Pick of Certain Death,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#war%20pick%20of%20certain%20death_egw
War Pick of Warning,"Martial Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#war%20pick%20of%20warning_dmg
Warhammer Armblade,"Martial Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#warhammer%20armblade_erlw
Warhammer of Certain Death,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#warhammer%20of%20certain%20death_egw
Warhammer of Warning,"Martial Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#warhammer%20of%20warning_dmg
Watchful Helm,Wondrous Item,—,Y,Very Rare,CM,https://5e.tools/items.html#watchful%20helm_cm
Wave,"Martial Weapon, Melee Weapon",4 lb.,Y,Legendary,DMG,https://5e.tools/items.html#wave_dmg
Waythe,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,TftYP,https://5e.tools/items.html#waythe_tftyp
Weapon of Certain Death,Generic Variant,—,N,Rare,EGW,https://5e.tools/items.html#weapon%20of%20certain%20death_egw
Weapon of Warning,Generic Variant,—,Y,Uncommon,DMG,https://5e.tools/items.html#weapon%20of%20warning_dmg
Weird Tank,Wondrous Item,—,Y,Rare,PotA,https://5e.tools/items.html#weird%20tank_pota
Well of Many Worlds,Wondrous Item,—,N,Legendary,DMG,https://5e.tools/items.html#well%20of%20many%20worlds_dmg
Wheel of Stars,Wondrous Item,—,Y,Very Rare,AI,https://5e.tools/items.html#wheel%20of%20stars_ai
Wheel of Wind and Water,Wondrous Item,—,N,Uncommon,ERLW,https://5e.tools/items.html#wheel%20of%20wind%20and%20water_erlw
Whelm,"Martial Weapon, Melee Weapon",2 lb.,Y,Legendary,DMG,https://5e.tools/items.html#whelm_dmg
Whip Armblade,"Martial Weapon, Melee Weapon",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#whip%20armblade_erlw
Whip of Certain Death,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#whip%20of%20certain%20death_egw
Whip of Warning,"Martial Weapon, Melee Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#whip%20of%20warning_dmg
White Dragon Mask,Wondrous Item,—,Y,Legendary,RoTOS,https://5e.tools/items.html#white%20dragon%20mask_rotos
White Dragon Scale Mail,Medium Armor,45 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#white%20dragon%20scale%20mail_dmg
Will of the Talon,"Martial Weapon, Melee Weapon",2 lb.,Y,Artifact,EGW,https://5e.tools/items.html#will%20of%20the%20talon_egw
Wind Fan,Wondrous Item,—,N,Uncommon,DMG,https://5e.tools/items.html#wind%20fan_dmg
Windvane,"Simple Weapon, Melee Weapon",3 lb.,Y,Legendary,PotA,https://5e.tools/items.html#windvane_pota
Winged Boots,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#winged%20boots_dmg
Wings of Flying,Wondrous Item,—,Y,Rare,DMG,https://5e.tools/items.html#wings%20of%20flying_dmg
Wingwear,Wondrous Item,—,Y,Uncommon,PotA,https://5e.tools/items.html#wingwear_pota
Winter's Dark Bite,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,HftT,https://5e.tools/items.html#winter's%20dark%20bite_hftt
Wreath of the Prism,Wondrous Item,—,Y,Legendary,EGW,https://5e.tools/items.html#wreath%20of%20the%20prism_egw
Wyllow's Staff of Flowers,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Common,WDMM,https://5e.tools/items.html#wyllow's%20staff%20of%20flowers_wdmm
Wyrmskull Throne,Wondrous Item,—,N,Artifact,SKT,https://5e.tools/items.html#wyrmskull%20throne_skt
Xorian Marble Crystal,"Wondrous Item, Spellcasting Focus",1 lb.,Y,Common,ERLW,https://5e.tools/items.html#xorian%20marble%20crystal_erlw
Xorian Marble Orb,"Wondrous Item, Spellcasting Focus",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#xorian%20marble%20orb_erlw
Xorian Wenge Rod,"Wondrous Item, Spellcasting Focus",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#xorian%20wenge%20rod_erlw
Xorian Wenge Staff,"Wondrous Item, Staff, Melee Weapon, Spellcasting Focus",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#xorian%20wenge%20staff_erlw
Xorian Wenge Wand,"Wondrous Item, Spellcasting Focus",1 lb.,Y,Common,ERLW,https://5e.tools/items.html#xorian%20wenge%20wand_erlw
Yklwa Armblade,"Simple Weapon, Melee Weapon",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#yklwa%20armblade_erlw
Yklwa of Certain Death,"Simple Weapon, Melee Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#yklwa%20of%20certain%20death_egw
Yklwa of Warning,"Simple Weapon, Melee Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#yklwa%20of%20warning_dmg
Ythryn Mythallar,Wondrous Item,—,Y,Legendary,IDRotF,https://5e.tools/items.html#ythryn%20mythallar_idrotf
White Dragon Cape,Other,—,N,Unknown (Magic),TftYP,https://5e.tools/items.html#white%20dragon%20cape_tftyp
Vicious +1 Yklwa,"Simple Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20yklwa_ai
Vicious +1 Whip,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20whip_ai
Vicious +1 Weapon,Generic Variant,—,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20weapon_ai
Vicious +1 Warhammer,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20warhammer_ai
Vicious +1 War Pick,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20war%20pick_ai
Vicious +1 Trident,"Martial Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20trident_ai
Vicious +1 Spear,"Simple Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20spear_ai
Vicious +1 Sling,"Simple Weapon, Ranged Weapon",—,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20sling_ai
Vicious +1 Sickle,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20sickle_ai
Vicious +1 Shotgun,"Firearm, Modern, Martial Weapon, Ranged Weapon",7 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20shotgun_ai
Vicious +1 Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20shortsword_ai
Vicious +1 Shortbow,"Simple Weapon, Ranged Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20shortbow_ai
Vicious +1 Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20scimitar_ai
Vicious +1 Revolver,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20revolver_ai
Vicious +1 Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20rapier_ai
Vicious +1 Quarterstaff,"Simple Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20quarterstaff_ai
Vicious +1 Pistol,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20pistol_ai
Vicious +1 Pike,"Martial Weapon, Melee Weapon",18 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20pike_ai
Vicious +1 Musket,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20musket_ai
Vicious +1 Morningstar,"Martial Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20morningstar_ai
Vicious +1 Maul,"Martial Weapon, Melee Weapon",10 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20maul_ai
Vicious +1 Mace,"Simple Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20mace_ai
Vicious +1 Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20longsword_ai
Vicious +1 Longbow,"Martial Weapon, Ranged Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20longbow_ai
Vicious +1 Light Repeating Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20light%20repeating%20crossbow_ai
Vicious +1 Light Hammer,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20light%20hammer_ai
Vicious +1 Light Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20light%20crossbow_ai
Vicious +1 Laser Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",7 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20laser%20rifle_ai
Vicious +1 Laser Pistol,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20laser%20pistol_ai
Vicious +1 Lance,"Martial Weapon, Melee Weapon",6 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20lance_ai
Vicious +1 Javelin,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20javelin_ai
Vicious +1 Hunting Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20hunting%20rifle_ai
Vicious +1 Hooked Shortspear,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20hooked%20shortspear_ai
Vicious +1 Heavy Crossbow,"Martial Weapon, Ranged Weapon",18 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20heavy%20crossbow_ai
Vicious +1 Handaxe,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20handaxe_ai
Vicious +1 Hand Crossbow,"Martial Weapon, Ranged Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20hand%20crossbow_ai
Vicious +1 Halberd,"Martial Weapon, Melee Weapon",6 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20halberd_ai
Vicious +1 Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20greatsword_ai
Vicious +1 Greatclub,"Simple Weapon, Melee Weapon",10 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20greatclub_ai
Vicious +1 Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20greataxe_ai
Vicious +1 Glaive,"Martial Weapon, Melee Weapon",6 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20glaive_ai
Vicious +1 Flail,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20flail_ai
Vicious +1 Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20double-bladed%20scimitar_ai
Vicious +1 Dart,"Simple Weapon, Ranged Weapon",¼ lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20dart_ai
Vicious +1 Dagger,"Simple Weapon, Melee Weapon",1 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20dagger_ai
Vicious +1 Club,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20club_ai
Vicious +1 Blowgun,"Martial Weapon, Ranged Weapon",1 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20blowgun_ai
Vicious +1 Battleaxe,"Martial Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20battleaxe_ai
Vicious +1 Automatic Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20automatic%20rifle_ai
Vicious +1 Automatic Pistol,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20automatic%20pistol_ai
Vicious +1 Antimatter Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",10 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#vicious%20%2b1%20antimatter%20rifle_ai
Treebane,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),CoS,https://5e.tools/items.html#treebane_cos
The Codicil of White,Wondrous Item,—,N,Unknown (Magic),IDRotF,https://5e.tools/items.html#the%20codicil%20of%20white_idrotf
Teleporter Ring,Ring,—,N,Unknown (Magic),WDH,https://5e.tools/items.html#teleporter%20ring_wdh
Tankard of Plenty,Other,—,N,Unknown (Magic),HotDQ,https://5e.tools/items.html#tankard%20of%20plenty_hotdq
Stonky's ring,Ring,—,Y,Unknown (Magic),CM,https://5e.tools/items.html#stonky's%20ring_cm
Statuette of Saint Markovia,Other,—,N,Unknown (Magic),CoS,https://5e.tools/items.html#statuette%20of%20saint%20markovia_cos
Silver Sword,"Martial Weapon, Melee Weapon",6 lb.,Y,Unknown (Magic),MTF,https://5e.tools/items.html#silver%20sword_mtf
Radiance,Wand,—,Y,Unknown (Magic),CM,https://5e.tools/items.html#radiance_cm
Pixie Dust,Other,—,N,Unknown (Magic),SKT,https://5e.tools/items.html#pixie%20dust_skt
Petrified Grung Egg,Other,—,Y,Unknown (Magic),ToA,https://5e.tools/items.html#petrified%20grung%20egg_toa
Pearl of Undead Detection,Other,—,N,Unknown (Magic),WDMM,https://5e.tools/items.html#pearl%20of%20undead%20detection_wdmm
Pathfinder's Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Unknown (Magic),PotA,https://5e.tools/items.html#pathfinder's%20greataxe_pota
Orcus Figurine,Wondrous Item,—,N,Unknown (Magic),CM,https://5e.tools/items.html#orcus%20figurine_cm
Mithral +1 Splint Armor,Heavy Armor,60 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20splint%20armor_ai
Mithral +1 Spiked Armor,Medium Armor,45 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20spiked%20armor_ai
Mithral +1 Scale Mail,Medium Armor,45 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20scale%20mail_ai
Mithral +1 Ring Mail,Heavy Armor,40 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20ring%20mail_ai
Mithral +1 Plate Armor,Heavy Armor,65 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20plate%20armor_ai
Mithral +1 Half Plate Armor,Medium Armor,40 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20half%20plate%20armor_ai
Mithral +1 Chain Shirt,Medium Armor,20 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20chain%20shirt_ai
Mithral +1 Chain Mail,Heavy Armor,55 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20chain%20mail_ai
Mithral +1 Breastplate,Medium Armor,20 lb.,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20breastplate_ai
Mithral +1 Armor,Generic Variant,—,N,Unknown (Magic),AI,https://5e.tools/items.html#mithral%20%2b1%20armor_ai
Mind Flayer Skull,Other,—,N,Unknown (Magic),WDMM,https://5e.tools/items.html#mind%20flayer%20skull_wdmm
Master's Amulet,Other,—,N,Unknown (Magic),MM,https://5e.tools/items.html#master's%20amulet_mm
Macuahuitl,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),TftYP,https://5e.tools/items.html#macuahuitl_tftyp
Lost Sword,"Martial Weapon, Melee Weapon",2 lb.,Y,Unknown (Magic),CoS,https://5e.tools/items.html#lost%20sword_cos
Junky +1 Dagger,"Simple Weapon, Melee Weapon",1 lb.,N,Unknown (Magic),TftYP,https://5e.tools/items.html#junky%20%2b1%20dagger_tftyp
Jade Serpent Staff,Other,—,N,Unknown (Magic),WDMM,https://5e.tools/items.html#jade%20serpent%20staff_wdmm
Hew,"Martial Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),LMoP,https://5e.tools/items.html#hew_lmop
Hag Eye,Other,—,N,Unknown (Magic),MM,https://5e.tools/items.html#hag%20eye_mm
Green Copper Ewer,Other,—,N,Unknown (Magic),CoS,https://5e.tools/items.html#green%20copper%20ewer_cos
Gravenhollow Compass Ring,Other,—,N,Unknown (Magic),OotA,https://5e.tools/items.html#gravenhollow%20compass%20ring_oota
Flame Tongue Shortsword of Greed,"Martial Weapon, Melee Weapon",2 lb.,Y,Unknown (Magic),TftYP,https://5e.tools/items.html#flame%20tongue%20shortsword%20of%20greed_tftyp
Falkir's Helm of Pigheadedness,Other,—,N,Unknown (Magic),WDMM,https://5e.tools/items.html#falkir's%20helm%20of%20pigheadedness_wdmm
Drow +1 Yklwa,"Simple Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20yklwa_mm
Drow +1 Whip,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20whip_mm
Drow +1 Weapon,Generic Variant,—,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20weapon_mm
Drow +1 Warhammer,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20warhammer_mm
Drow +1 War Pick,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20war%20pick_mm
Drow +1 Trident,"Martial Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20trident_mm
Drow +1 Studded Leather Armor,Light Armor,13 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20studded%20leather%20armor_mm
Drow +1 Splint Armor,Heavy Armor,60 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20splint%20armor_mm
Drow +1 Spiked Armor,Medium Armor,45 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20spiked%20armor_mm
Drow +1 Spear,"Simple Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20spear_mm
Drow +1 Sling,"Simple Weapon, Ranged Weapon",—,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20sling_mm
Drow +1 Sickle,"Simple Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20sickle_mm
Drow +1 Shotgun,"Firearm, Modern, Martial Weapon, Ranged Weapon",7 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20shotgun_mm
Drow +1 Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20shortsword_mm
Drow +1 Shortbow,"Simple Weapon, Ranged Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20shortbow_mm
Drow +1 Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20scimitar_mm
Drow +1 Scale Mail,Medium Armor,45 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20scale%20mail_mm
Drow +1 Ring Mail,Heavy Armor,40 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20ring%20mail_mm
Drow +1 Revolver,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20revolver_mm
Drow +1 Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20rapier_mm
Drow +1 Quarterstaff,"Simple Weapon, Melee Weapon",4 lb.,N,Unknown (Magic),MM,https://5e.tools/items.html#drow%20%2b1%20quarterstaff_mm
